"","user_name","cvtd_timestamp","new_window","classe","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27"
"1088","adelmo","02/12/2011 13:33","no","A",-0.198463359178073,-4.1375351702628,-1.80286641071377,-0.0255675518631289,-2.3306593412295,-1.9097272186141,0.494217413631362,0.287147514169985,-0.815740587060811,0.286780713293385,0.0657396625057944,2.1329759469041,-1.13954890959477,-1.50132909397641,1.36934461620556,1.15863312791801,-0.946005402059111,-0.445074590328352,-0.0609667106301404,0.344357024023824,-0.0648144270790268,-0.499063844123467,2.17151029531497,-1.33828684498927,0.233966690362016,-0.30257112377553,-0.46987985508747
"1090","adelmo","02/12/2011 13:33","no","A",-0.215749377825675,-4.24954443492079,-1.75386080387508,-0.0629377320017458,-2.24372405002277,-1.6775919690409,0.401895852748023,0.303130090838067,-0.803054901672442,0.306969457044301,-0.0711782716272002,2.23207492682096,-1.36710311394444,-1.8238590914844,0.983192283408069,1.23912907022968,-0.890497271176862,-0.539738747624556,-0.0359861772024385,0.388705356379049,-0.278331208935373,-0.497730810408268,2.26392610787041,-1.26029639865995,0.304367475225105,-0.332169088802308,-0.556210787448423
"1093","adelmo","02/12/2011 13:33","no","A",-0.350991870228025,-4.83144429765942,-1.81915098988222,0.0237488524033481,-1.58511412682077,-0.980007436232499,0.282047879246721,0.4250111522952,-1.24684032189779,0.992461458871124,0.563316567779071,1.7186743803685,-0.632291742039432,-0.191716844757332,-0.379384333549739,1.01239808833782,0.125164130316857,2.10319646359653,1.40985880073285,-0.600787846732231,-0.873853162158916,-1.23309021815007,0.787470903287435,-0.703864202503978,1.45387618405796,-0.50810519471808,-1.09414262317599
"1095","adelmo","02/12/2011 13:33","no","A",-0.206412650963545,-5.65342126003354,-2.1823361662114,0.22272265870212,-1.30485194792532,-0.177346773237924,0.268806472649088,0.981272592972403,-1.26117314167716,1.18958929497874,0.762535658630322,0.488378007357018,0.0625177093144626,1.29092470172136,-0.86758982465779,1.01245199359816,0.0343311144343284,1.6616207596693,0.5740870942688,-0.240899219970466,-0.423329975348456,0.197673786857322,0.213386823450656,0.0893190908450973,-1.27414016428203,-0.15463996549554,0.956358125075846
"1104","adelmo","02/12/2011 13:33","no","A",-0.198896748832145,-5.50470085791234,-2.13295307325828,0.221216553635641,-1.412994515317,-0.315332641486398,0.237875833216574,0.747538376397868,-1.11352221346947,1.3219186055505,0.517252990198456,0.742894707715008,-0.157752949306677,1.70198611000657,0.600699735067966,0.969304334057594,0.466774054849494,1.4142454196063,0.661101880113853,-0.0383160552329612,-0.326599687776615,0.154491718904112,0.218535168712092,-0.223575167425288,-0.875945869008146,-0.0582724838147098,0.859963343048578
"1106","adelmo","02/12/2011 13:33","no","A",-0.237890003336997,-5.56810691521094,-2.18070267154319,-0.0404158754689204,-1.32975536537105,-0.370954203761648,0.325451829755982,0.764165750195628,-1.01475179516797,1.46502367336829,0.554801164980946,0.748021519358807,-0.0828807002451657,1.57955180366795,0.538122720688309,0.947228541695839,0.378607065319137,1.35691835005209,0.707327072637556,-0.218874485250303,-0.356273077259843,0.251322469219601,0.240973419365294,-0.16403318213295,-0.901690544744457,0.0912770624139748,0.662651156720413
"1117","adelmo","02/12/2011 13:33","no","A",-0.119792790302053,-5.71547998507672,-1.9539697078924,0.391535359338501,-1.42211973640221,-0.332037564270323,0.184277315913808,0.662768540969516,-0.963100458748197,1.31222916725254,0.388336550665999,0.810482698856963,-0.0698942178743134,1.08179906567052,-0.118245893797693,1.15645629103696,0.253226363545618,1.07821854668275,0.744726003421326,-0.701126338138299,-0.375812568952183,0.505989099832041,-0.00725559457241314,0.140982453850401,-0.739214472510968,-0.233341538473572,0.271919786337375
"1122","adelmo","02/12/2011 13:33","no","A",-0.0858920229266604,-5.40043373241354,-1.90693235342651,0.261003303738508,-1.46608186031059,-0.553912638083476,0.233491300006979,0.675118709864037,-1.05565364661023,1.25755354167577,0.608558345207166,0.926544783982354,0.070292376490736,0.876146719228821,-1.1826215046404,0.808020055292223,0.0933597212221761,1.16657693357437,0.472505131576901,-0.199692563564152,-0.289853468012212,0.220373891400606,-0.0603893992195539,-0.136931304433759,-0.564187559492822,-0.339107563041508,0.595786779426223
"1123","adelmo","02/12/2011 13:33","no","A",-0.107493020649451,-5.46314487517143,-1.95745294131174,0.214049319696835,-1.43250957796986,-0.493657486910975,0.208174302430319,0.689396524404537,-1.08740789852103,1.23457308086526,0.520458419989344,0.967949226612114,0.00906134916279128,0.817057317375592,-1.19948811856008,0.819870580317475,0.0546494490927375,1.15209098703755,0.479831105994186,-0.23898931553132,-0.417367422049546,0.243188661352457,-0.0507974682980248,-0.0718141504355499,-0.503768586692058,-0.399697253218756,0.697278549454727
"1126","adelmo","02/12/2011 13:33","no","A",-0.225645011141214,-5.18218725048679,-1.75587681604645,0.347069408470261,-1.40052753335161,-0.272907012821885,0.287151810081009,0.766382837492921,-0.962193624920081,1.14755904823486,0.470204606320648,0.862139003018631,0.0983647730705308,0.659154414438977,-1.59106721803921,0.937144934492943,0.00096342148913736,1.11893110215249,0.392642701853988,0.105543624274957,-0.299146783931176,-0.105615832081898,-0.14606020714518,-0.0388453577503531,-0.382416199279426,0.0389412141748016,0.526948393033634
"1131","adelmo","02/12/2011 13:33","no","A",-0.241476516763241,-5.1416827593526,-1.60520959808084,0.368172137300519,-1.45474795967175,-0.211313195639658,0.135200716188822,0.974787023332647,-0.823280303126591,1.13526102993382,0.3467219030712,0.869109119790198,0.262845181601253,0.525026612623505,-1.93485852679295,0.945898790886656,0.0418911396432005,1.11508389199737,0.295985303172868,0.241656215932609,-0.33950252434358,-0.233855279647517,-0.101153048454182,-0.142918632319525,-0.180371463689944,-0.0249343930900122,0.699439156022558
"1132","adelmo","02/12/2011 13:33","yes","A",-0.250060057489,-5.1966026431024,-1.61033487572298,0.352041141994778,-1.40365623526903,-0.106736160201419,0.124602105387712,0.97732649090867,-0.831757695639962,1.15474343836776,0.257815238464266,0.883390692264409,0.124384667727449,0.459462025125102,-2.03519594299564,0.991360547304386,0.146598703436398,1.07032264727289,0.366200415547484,0.265149631930576,-0.451431719739321,-0.198824393069173,-0.139398691402564,-0.155062672250542,-0.214889639670284,0.0255472171432199,0.650239012704939
"1135","adelmo","02/12/2011 13:33","no","A",-0.232999136028543,-5.15152266859051,-1.6622022241964,0.196096804733988,-1.43216368499063,-0.319602403755804,0.280679924305389,0.919501162032629,-1.0416340132957,1.15456572423376,0.039932017848655,1.05204108982322,0.00569126767343584,1.09992153845122,-0.155428400748267,0.859311807069144,0.100417258796967,1.10402105707314,0.471774599483271,-0.141604663342045,-0.431498291486441,-0.0274888124365685,-0.230721587073692,-0.0872962168751946,-0.307485428215831,0.0383676692327898,0.465553722685736
"1140","adelmo","02/12/2011 13:33","no","A",-0.330998378270993,-4.96796468686784,-1.66344309316254,0.155633950985242,-1.34511751678446,-0.585401491487087,0.451989878233235,0.654747013407467,-1.18822985867391,0.845408203377501,-0.0942529847782686,0.748728777466826,0.153574364372799,0.485014103552117,-1.73001622867771,0.861966641281683,-0.167779104479174,0.640723588284035,0.459246779456989,-0.11847777177696,-0.357392416016051,-0.0413011865378545,-0.454195482144002,0.0398911520002373,0.233210171118857,-0.0694955538060575,0.345897835899169
"1160","adelmo","02/12/2011 13:33","no","A",-0.376241802825692,-5.036411890696,-1.75709666439987,-0.0661250798668315,-1.74397448666622,-0.700833389884309,0.255471071219303,1.10788176659409,-1.46247468663779,1.08388514692521,0.477722190269105,1.22529195284165,0.169497463555525,-0.697190942411006,-1.70508025921962,0.955525781632472,0.240330227663541,1.10280945865519,1.04505170403174,-0.595122336160866,-0.729577989180809,-0.401538674801479,0.0890342234240317,-0.221532962210133,0.542297348181096,-0.555235824348363,-0.485886885244761
"1165","adelmo","02/12/2011 13:33","no","A",-0.415338118721514,-4.91528311888195,-1.72493802567382,0.0355786803072209,-1.84556174942628,-0.782673095101774,0.24887954012445,0.883199051830805,-1.60332540263207,1.18202401565624,0.543673147486122,1.31079647205375,-0.145726569160306,0.501016425138239,0.93101175012151,0.807356464358758,0.495331435125875,1.44324992714971,1.08099648938787,-0.507950671427738,-0.574243666695165,-0.548008510310388,0.37840242639779,-0.37064917207877,0.598340827273406,-0.314271582994603,-0.42367532334211
"1166","adelmo","02/12/2011 13:33","no","A",-0.344630444124987,-4.86068353832857,-1.70323690626823,0.0527412081701615,-1.87407425689386,-0.696506675754378,0.23089120472533,0.937352094460266,-1.62649038945298,1.12240936438701,0.531674251263198,1.25825765632113,-0.172219772674579,0.432670930274527,0.902470663888391,0.935730540359659,0.527040995541473,1.50906298735185,1.11273277034438,-0.381803724219988,-0.607812681006149,-0.690883005676182,0.375065734420391,-0.323015995642418,0.620947051474348,-0.300377715762884,-0.336648618460836
"1167","adelmo","02/12/2011 13:33","no","A",-0.317749344019945,-4.85072293872834,-1.7407950963415,0.0489298356417302,-1.92558653041619,-0.645975629945096,0.214623433945717,1.05558576237054,-1.50275871561644,1.02648731720041,0.540972435673573,1.21795227066892,-0.19329930936918,0.443035130037427,0.873710342169179,0.981009530926461,0.499697627424841,1.55207248055342,1.11070365646029,-0.336254230128029,-0.606156965212791,-0.750156003286407,0.435864927517702,-0.253074894857614,0.667458298407257,-0.333269499413983,-0.355335124440885
"1169","adelmo","02/12/2011 13:33","no","A",-0.355024536610246,-4.90886374223431,-1.76537828576003,0.131440495527096,-1.8035093501309,-0.60295807711155,0.175081432308165,0.971145874038145,-1.65546614397778,1.03689572420292,0.624613515065363,1.22928799271123,-0.248306030593469,0.169670587919202,0.249868718388412,0.975541380991876,0.474482845236292,1.57422125166522,1.13527426142509,-0.373347161964823,-0.727312251086125,-0.753273594399138,0.489564443680229,-0.257248655675387,0.689881377867931,-0.438830692559962,-0.267456217056548
"1172","adelmo","02/12/2011 13:33","no","A",-0.31746973860641,-4.94881537983018,-1.80694565796548,0.169788032096593,-1.79717319405232,-0.627297483652911,0.0825648205384921,1.05596209758932,-1.66401925244476,0.98288639784935,0.76962135653034,1.16795409896585,-0.141701984193534,0.083531066289578,0.0259109379030478,0.944826779072985,0.444185721369693,1.64536414895769,1.10478682202493,-0.234764736310881,-0.722873963878904,-0.917739983251125,0.6132710110709,-0.352962843158885,0.796112140806531,-0.407952341533807,-0.145689015843302
"1177","adelmo","02/12/2011 13:33","no","A",-0.465884953761878,-4.80165599842596,-1.91355473187545,0.0409431805442198,-1.95312354667855,-0.497680474816804,0.195665786099463,1.19404775257593,-1.38498603025491,1.08269157324839,0.841421127950525,1.39512636823785,-0.0350682989789072,-0.471905317124166,-1.02065384843743,1.05731163915217,0.489845896423976,1.83543746300212,1.17900417639535,-0.164843185438928,-0.705019521295417,-0.942000070897089,0.554419606888332,-0.283360570220161,0.54317139234451,-0.491435132396547,-0.510921859309695
"1180","adelmo","02/12/2011 13:33","no","A",-0.500307580774817,-4.79586272311233,-1.92998831076702,0.0099781727995425,-2.07288218444139,-0.727913769800182,0.421171454603361,1.13033463499979,-1.40376768487482,1.13793217533224,0.868362319122419,1.37773033811206,-0.00160928695495519,-0.675616013466873,-1.39912622587676,0.96508918491982,0.50263233565367,1.69949177566024,1.24462520848713,-0.286912621497308,-0.700490726398192,-0.962425210614402,0.670601275614421,-0.444202439771575,0.498880209325904,-0.355145387711276,-0.722634220799075
"1182","adelmo","02/12/2011 13:33","no","A",-0.541250865914462,-4.68850583192717,-2.03170102683445,0.133409199371991,-2.00941541717939,-1.04769378332205,0.685126221396269,0.741414546432607,-1.62478121770292,1.17131497789325,0.719767125532049,1.60354221013213,-0.513453188337424,0.233852610136658,1.45609821470704,0.789600253704884,0.586917306287343,1.54289802908554,1.48145164170683,-0.70778878059722,-0.779107937254145,-0.859324748600181,1.01822297953961,-0.538220911554045,0.595832125990287,-0.176719173732154,-0.851603681506626
"1186","adelmo","02/12/2011 13:33","no","A",-0.62384494298372,-4.41628866162958,-1.95963138400289,0.316408207831697,-2.03647939936076,-1.16465585992166,0.832982762961147,0.55821532088665,-1.30339240377243,1.12184589198777,0.559883832323206,1.7529131383391,-0.400890216962197,-0.327312784854185,0.764605556993722,0.884333478152071,0.31226535113655,1.26071805609078,1.47249775734012,-0.646208431088521,-0.739751888018682,-1.14242277528529,1.18274791869286,-0.779558154907943,0.715879573083078,0.219349399885771,-1.06814595023218
"1188","adelmo","02/12/2011 13:33","no","A",-0.615733653446555,-4.78296845024105,-1.89749210496915,0.161336769285288,-2.11271321958708,-1.46050723409297,0.346089749813239,0.29143101885385,-1.46924634537792,1.11392320051388,0.752544330608826,1.89460420170919,-0.559515978432115,-0.44746100167111,0.658833265643642,0.648392084590423,0.353779916357446,1.14030215211598,1.18654686997933,-0.650001185019476,-0.863392520240611,-0.832322411918925,1.3730889540338,-1.15978911484041,1.28704256649235,-0.470116570501185,-0.699908969360175
"1194","adelmo","02/12/2011 13:33","no","A",-0.356704210826543,-5.88839875332835,-2.22150289455575,-0.23056972932549,-1.59039394188215,-0.746884963757872,0.00870644358155901,0.178006475858295,-1.28336302606239,1.48580877932814,1.45989696150716,0.71820081917825,0.0543084051283176,0.570816984554998,-0.468209783909548,0.680307160822704,0.134409307520625,0.239876290592113,0.20340683016399,-0.462535140061574,-0.252377406384134,0.684367996294092,0.990147896347567,-0.714586857112251,-1.02800152012471,0.0418590200855219,1.06610380352951
"1196","adelmo","02/12/2011 13:33","no","A",-0.24942609161609,-5.85942143635317,-2.12294486462577,-0.18768951859294,-1.40105268996408,-0.681865621702171,-0.0339194006025877,-0.12553560106218,-1.24688642027132,1.39957338431968,1.8627715891602,0.719658197764121,0.140254866229874,0.380232264550654,-0.769480737600522,0.682609914446089,0.114895990850169,0.0201720068061262,0.0542953290205345,-0.415000089034658,-0.0471155790561452,0.533088473746322,1.04619628746863,-0.782188286396481,-0.715605796283014,0.0840052753205075,1.17023834185156
"1203","adelmo","02/12/2011 13:33","no","A",0.901189158034385,-4.75553954463167,0.315486616968244,0.286840170381997,-0.15412807809721,-0.321517182664579,1.98220986259347,-0.568669897936843,0.258059236845014,0.627240108167226,-0.0202972860175514,1.88443656152802,-1.49210073298379,1.39029212744933,0.978435858537078,1.4208162797541,0.0361314151893831,0.0307127516606125,-0.36699354899857,-0.225687636250846,0.799794772313823,-0.288374710537768,0.611516545441891,0.341870555319854,-0.208898756267361,0.310148453117537,0.201344296458156
"1206","adelmo","02/12/2011 13:33","no","A",0.962246008393032,-4.8405321228459,0.706054397686911,0.259682750449447,0.303277114726037,-0.88859642356465,1.73647771440996,-0.453132975699355,0.481702438921221,0.960839019789184,-0.0175271493110066,1.96654771955611,-1.41685551323813,1.38655573354636,0.703062351984479,1.25840996018505,0.0602542494069054,-0.212628018201413,-0.214339568811021,-0.244328635291438,0.942194923841578,-0.0551103082014587,0.586894801906115,0.145006297112926,-0.309781840539732,0.522832672088376,-0.0853732397306121
"1208","adelmo","02/12/2011 13:33","no","A",1.15641565433007,-4.98736024393897,1.12540726892944,0.322366799596566,0.540900306057569,-1.18774068626467,1.14688556519627,-0.443803444782894,0.122579861883981,0.997499728849011,0.00734094430600796,1.75411757461354,-1.34625847116379,1.28942835755079,0.554163187075029,1.24116463442694,-0.13699532723568,-0.271476272881537,-0.451053638122328,-0.136643487166337,0.794966244954304,-0.0336827099971532,0.629838967719802,-0.0576722386977592,0.157143721919803,0.0571780284838419,0.548240743985491
"1210","adelmo","02/12/2011 13:33","no","A",1.06805499615562,-4.94105893881566,1.3715350388532,0.287145186085485,0.939959416967079,-1.47664996089438,1.0047537891192,-0.224929824336752,0.0651864334695811,1.12632809002155,0.316523762609019,1.66391620709544,-1.23069481296003,1.17099540866367,0.421662754900369,1.11513316347809,-0.164654851842648,-0.4288620050206,-0.498115244315496,-0.00746975286014857,0.866328286775611,0.104092960868915,0.492738204788418,-0.278500304066889,0.209749620065112,0.129838288818711,0.557016062332874
"1212","adelmo","02/12/2011 13:33","no","A",1.00407942034573,-4.93113043249436,1.53344277742948,0.2279803278935,1.18155461321163,-1.48982735822704,0.691630595299695,-0.0797641092335082,0.112032871679881,1.31349473334771,0.298481967953431,1.68239558887125,-1.28887693461787,1.09479546762935,0.343569133373712,1.05669026693042,-0.231289646333052,-0.482565659125627,-0.579767457796824,0.183124802367033,0.789749940236013,0.183801702573499,0.463190154942728,-0.30939863305249,0.347425445297422,0.195697450952894,0.57250680255041
"1239","adelmo","02/12/2011 13:33","no","A",0.363870298771885,-5.01046979340366,-0.445964441341239,-0.270629533078846,-0.601258965926396,-1.37377736781305,-0.44583606809393,-0.129095034967846,-0.786123318391675,-0.0536407739571862,-1.520572481537,1.97173858141803,-0.669870888977656,0.846206746699979,-0.609981784131576,1.07035078007337,-0.45227338650126,0.312707520815053,0.176759324575541,0.106764415281911,-0.0543794533735793,-0.41987364932374,0.773299447941187,-0.306656715306609,0.00255018089492264,-0.0988510240430662,0.104562072365282
"1241","adelmo","02/12/2011 13:33","no","A",0.342910775962467,-4.90883465695907,-0.649573774345869,-0.209699524246129,-0.840310107985674,-1.41956257881162,-0.244355207856525,-0.157472961937935,-0.982503874327612,-0.014977462858961,-1.31343189591459,1.64446415984421,-0.46481660019904,0.635463356651715,-0.981124273944762,1.07545721641834,-0.395741562580128,0.217733641756254,0.355081122930188,0.0396968616503829,-0.049032351303329,-0.516015659908818,0.897661010043287,-0.281621294385477,-0.0961457334182398,0.113703019005111,0.0178200402316244
"1256","adelmo","02/12/2011 13:33","no","A",-0.215136684468914,-5.63833119047089,-2.19965067084571,-0.223885013787033,-1.84589353746783,-1.22277088593693,-0.245829663945697,-0.0478440592313289,-1.41045023476322,1.13456263571048,0.803104863845723,1.53077222469624,-0.388824395782656,0.903147224223288,1.19155212341488,0.501494337745867,0.273090568489207,0.798253344481042,0.688912853716247,-0.7477296629764,-0.541824098573943,0.276189233749002,1.27546364685459,-1.03980346301906,-0.271682594676574,-0.249372076634657,0.426345021533326
"1257","adelmo","02/12/2011 13:33","no","A",-0.207431148066991,-5.65920821417156,-2.17368988355066,-0.272659905157859,-1.81248582397914,-1.14675982920757,-0.199920340204504,-0.0327741867830551,-1.29185345798854,1.19041980135254,0.929297612645853,1.47349004767955,-0.357268946228371,0.884363593309734,1.0182989838858,0.571331896359408,0.245942438680269,0.855561838102172,0.704387319124802,-0.776739475687834,-0.523388628135147,0.291707755115057,1.22925636645429,-0.903339060433052,-0.32438451635723,-0.220345769358909,0.39342083208138
"1261","adelmo","02/12/2011 13:33","no","A",-0.0198203656885962,-5.70930870272769,-2.05632064274167,-0.318511338039582,-1.39297862551156,-0.0521172253939957,0.139203142630022,-0.117700509213894,-1.05088947343387,1.25914070224016,1.6495922923676,0.741587777619909,-0.00133793223014473,0.927055446235908,-0.142921615279895,1.17990014768688,0.442809896008036,0.996515259741085,0.794683191963859,-0.718232122764258,-0.0628984300427503,-0.0813010954279692,0.563747766169344,-0.194055380738553,-0.380799720406356,0.227566418638014,0.555669649460644
"1267","adelmo","02/12/2011 13:33","no","A",0.0349879199982853,-5.59321092366773,-1.76766626519236,-0.190120729633303,-1.22494932517177,0.437095637671345,0.470195421512581,-0.144583542527469,-1.06619386276766,0.793627783600665,2.19426449479178,0.694071202310912,-0.00687598343783631,0.633723628362224,-0.983146286633463,1.30517000754419,0.485865322447118,1.02549516310714,0.49290860254499,-0.694078402578455,0.30292556899854,-0.211254164858071,0.233261290531289,0.0616597404016014,-0.242903807809687,0.336940978029449,0.530830405280384
"1273","adelmo","02/12/2011 13:33","no","A",0.120590237098458,-5.58853303127066,-1.47727115173775,-0.0517826475843399,-1.31741465259647,0.7754087985558,0.899648787730849,-0.0773042997710797,-1.1313640840429,0.521946672646702,2.28705790009115,0.804479606385053,-0.0470481033037922,0.344540935658282,-1.51876245126236,1.34287451941295,0.596440720269271,0.955712856856619,0.302188870340599,-1.01073771422832,0.407229062796871,-0.0948679594242033,-0.102550422968035,0.262822836931811,-0.362112494953493,0.328189274240459,0.21263931805608
"1277","adelmo","02/12/2011 13:33","no","A",0.925418639538283,-5.00696060714961,1.86595631913227,0.10029364883043,1.67665714499988,-2.13805565347271,-0.221340307670525,0.563800305426059,-0.258399575967413,1.31817635302832,0.663453289326823,1.68593783886304,-0.929385588087231,1.27089484460687,1.0167271930545,0.858943106864323,-0.00955303601850494,-0.24397425636729,-0.182181119773898,0.202046667646522,0.827193369083949,0.429903948857318,-0.0730000685749915,-0.530626131722613,0.497978635008368,0.263413106302989,0.12536731566712
"1282","adelmo","02/12/2011 13:33","no","A",0.790074482342129,-4.87331909352795,1.5096250342559,-0.0781478753031404,1.42881204175404,-2.40095512043281,-0.402680158468317,0.903617999292832,-0.217886052162692,1.04318402750646,0.113829494409248,1.56992293773668,-0.754892987175165,1.01209851832826,0.213320459362387,0.927756503087732,-0.21218039920919,-0.161547279335548,0.144701031422713,0.285796293155401,0.647247503567627,0.268739321108902,0.0806519710600574,-0.457383460679204,0.428910700845905,0.113635781251223,-0.070590808131641
"1286","adelmo","02/12/2011 13:33","no","A",0.66244960120291,-4.95485107622418,1.23510934744488,0.249090433767616,1.08669522222531,-2.06172919961562,-0.756556684503465,0.563499173117946,-0.796795500568219,0.529705573052423,-0.491227338030417,1.60627263443398,-0.872256202528808,0.858763489741995,-0.157797794450373,1.05707098053188,-0.422829896227359,0.0990842769172761,0.100312295813747,0.364544150128044,0.243608630594989,-0.144912668525861,0.326033513862989,-0.43893465861349,0.523496667158237,0.0612509997989436,0.158509687471629
"1288","adelmo","02/12/2011 13:33","no","A",0.519260755679186,-4.93930729391597,0.87276355387184,0.0247928787083392,0.695787835984288,-2.2128994790989,-0.665408242516436,0.407213443794968,-0.448252537121639,0.621703528078602,-0.718576482506579,2.0423896590691,-0.585334478351615,0.982470015191169,-0.441863109944872,0.759074554534334,-0.310012793301683,0.112250318312915,0.196424366682263,0.118589284288265,0.323978021819768,0.0746599247707009,0.311811337116571,-0.587375354605706,0.0923339349975797,0.197239251991247,-0.298035772146326
"1290","adelmo","02/12/2011 13:33","no","A",0.629955223523035,-4.88305497500692,0.462419974019199,-0.0958557533374582,0.269389314633436,-2.10419882404087,-0.546192352451298,-0.192803311150501,-0.74273342121634,0.351703267888781,-0.977566636142833,1.76253822587487,-0.399500092937416,0.995689695230136,-1.08446732263658,0.778389067557228,-0.439604414202835,0.0343010409472523,0.116003210645575,0.169473502856874,0.377763478090864,-0.278280762602496,0.462637557520591,-0.58307898713795,0.263574432754579,0.206015212883023,-0.0503072455484017
"1294","adelmo","02/12/2011 13:33","no","A",0.642001338636608,-4.79742310338208,-0.157732167956195,-0.0537187587617023,-0.217422431229669,-1.80201562183598,-0.433940382315847,0.0296162565788739,-0.671555471405344,0.0607081845315738,-1.27622488315977,1.72538080915714,-0.458465149103895,0.662953040003359,-1.68607855021129,0.961954562098179,-0.616732454479528,0.295495194315536,0.291546251029448,0.246973005709471,0.113762241437119,-0.440696371149183,0.508654109737748,-0.465829609439685,-0.0129923060373485,0.250264691807146,-0.0570847873188192
"1305","adelmo","02/12/2011 13:33","no","A",-0.203635031982592,-4.77724271124145,-1.63111106907909,-0.013956423346635,-1.68976658931021,-0.893104393702703,-0.0168758576759081,0.193710537842067,-1.1525651534946,0.282848939627175,-0.426852786329002,1.53309426648462,-0.48183364041602,0.139684795831795,-0.340324987395003,1.19901392751327,-0.0665802579944999,0.711183200572181,0.659734186197603,0.163513945776849,-0.150882446300516,-0.522017175588955,0.97596161641736,-0.249911772999424,-0.331285258209468,0.130330628348705,-0.329570383715743
"1306","adelmo","02/12/2011 13:33","no","A",-0.278011298916901,-4.68006982694403,-1.7916171639608,-0.0150861841172059,-1.75093156029176,-0.925287788664323,0.113001142146431,0.275029371200691,-1.0680970219483,0.431256930349475,-0.352432672688689,1.60265951267783,-0.4135064514669,0.0952454413253826,-0.369726592170106,1.12011978269677,0.00231214777300804,0.741552011771035,0.725090760937366,0.137264334456603,-0.192916886735908,-0.449869780596612,0.963243491800357,-0.338706226515933,-0.5118513522563,0.149244122133114,-0.471839274996402
"1314","adelmo","02/12/2011 13:33","no","A",-0.282780768282409,-5.51749821352523,-2.24833959388357,-0.108748719497648,-1.753974358204,-0.910387072215674,0.103749062200907,0.227531228375599,-1.26135963521561,1.41108846359623,0.934613711700604,1.00756226135237,0.129240369841057,0.56656966654459,-0.988551347068895,0.63167294410427,0.289423458537671,1.12900743199942,0.836464240687923,-0.600175765122696,-0.49534269642171,-0.0116642985845757,0.982580597985043,-0.693887983090569,-0.496953223388595,-0.0189979296870495,0.406779987807053
"1321","adelmo","02/12/2011 13:33","no","A",-0.118943057257183,-5.16902424447317,-1.98834365816035,-0.265796837972316,-1.87914670909873,-0.709374388000383,0.0166788083189783,-0.334175238946733,-0.501333432327256,0.691794466162256,1.0628764855901,1.45564095634811,-0.980138076442143,-0.358549494594406,1.68814027180139,1.3375747034372,-0.339817521211596,-1.39311600346662,-0.565659671509841,0.26146248937432,0.442974993724256,0.861595007339854,1.88522041263877,-0.774970248890921,-1.39789757644456,0.376561669700922,1.04559107752583
"1322","adelmo","02/12/2011 13:33","no","A",-0.117711863844178,-5.11474095734384,-2.03772798360612,-0.292941578931979,-1.80570562009616,-0.661663846824949,0.0564370725337693,-0.272108538320752,-0.511198185312357,0.60455509274933,1.15567372309951,1.36175370970149,-0.984875668714143,-0.37443044811398,1.67544547928501,1.36679685375679,-0.312831314547223,-1.46844793962737,-0.518142702119302,0.268741892070798,0.480817024682927,0.859009174469432,1.8922426734143,-0.639398213886161,-1.34138186128566,0.351637056967849,1.01264145641553
"1335","adelmo","02/12/2011 13:33","no","A",0.714997691042056,-5.0395561854108,-0.571211282581293,-0.235539616233335,-0.712937708929611,0.185987082832495,2.32535122101669,-0.79565847221,-0.0692724877781327,0.746392563774125,0.876301366191375,1.51790187081673,-0.832021223706002,0.80174181662228,-1.34064492771303,1.24143287169745,0.368093685330117,0.578570509554379,-0.0845300814617098,-0.881265633569842,0.612837173236913,-0.485244014599132,0.385048103152956,0.00843242464445915,-0.0302591190903582,0.0730485741511965,-0.0651849260167677
"1337","adelmo","02/12/2011 13:33","no","A",0.851709090864955,-5.03704529730044,0.319041217167965,-0.297186320369107,-0.0270510723310503,-0.127225712717883,2.16260254720629,-0.676933049166291,0.0275170149663635,0.569019222405056,0.448497567611503,1.71642443877197,-0.905149580295631,0.668661841803632,-2.04610355821905,1.2389412889675,0.171078857862157,0.366728517037061,-0.255766088126826,-0.826198596606692,0.674505157969758,-0.534410928785958,0.370578146777059,0.128252857439647,0.1187962058082,0.0325513000627365,-0.0440253938619902
"1338","adelmo","02/12/2011 13:33","no","A",1.00385555384086,-5.10474317178492,0.59925284016337,-0.357658106934095,0.0760674502169198,-0.184053391388363,1.95810808371661,-0.605116910799515,-0.00735427598734407,0.526268472994399,0.429560875305359,1.78825672696478,-0.959025268042686,0.609568324332134,-2.18904860350958,1.192570232268,0.164749553194509,0.347180847446043,-0.430514545476121,-0.778180981475751,0.688345876664693,-0.439223152141128,0.308934516617729,0.0988424319615748,0.228173578494771,-0.157518141983727,0.026649424909678
"1339","adelmo","02/12/2011 13:33","no","A",1.04455112250213,-5.04052623765765,0.720748935280239,-0.333849669264474,0.148576063148543,-0.230119468640061,1.88929342961904,-0.605980391247915,0.0179382459743868,0.441732964132404,0.489605175634815,1.70278617782704,-0.84297556795837,0.703712534003804,-2.1839393351122,1.14213441655169,0.143940813984575,0.231984513494509,-0.493620881394903,-0.858252784484877,0.741277960105663,-0.449717496578404,0.380337573800191,0.0739264877901578,0.360089633375999,-0.197300556316394,0.0648809770026175
